これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行の切り取り (未選択時)」は何？,4,あ,い,う,⌘X
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行のコピー (未選択時)」は何？,4,あ,い,う,⌘C
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行削除」は何？,4,あ,い,う,⇧⌘K
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「下に行追加」は何？,4,あ,い,う,⌘Enter
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「上に行追加」は何？,4,あ,い,う,⇧⌘Enter
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行を下に移動」は何？,4,あ,い,う,⌥↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行を上に移動」は何？,4,あ,い,う,⌥↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行を下にコピー」は何？,4,あ,い,う,⇧⌥↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行を上にコピー」は何？,4,あ,い,う,⇧⌥↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「次のマッチを選択に追加」は何？,4,あ,い,う,⌘D
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「次のマッチに移動」は何？,4,あ,い,う,⌘K ⌘D
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル動作のUndo」は何？,4,あ,い,う,⌘U
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「選択部分の全マッチを選択」は何？,4,あ,い,う,⇧⌘L
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「選択ワードの全マッチを選択」は何？,4,あ,い,う,⌘F2
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソルを下に追加」は何？,4,あ,い,う,⌥⌘↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソルを上に追加」は何？,4,あ,い,う,⌥⌘↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「対応する括弧に移動」は何？,4,あ,い,う,⌘⌘]
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行にインデントを追加」は何？,4,あ,い,う,⌘]
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行のインデントを削除」は何？,4,あ,い,う,⌘[
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行の先頭に移動」は何？,4,あ,い,う,Home
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行の末尾に移動」は何？,4,あ,い,う,End
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「ファイルの末尾に移動」は何？,4,あ,い,う,⌘↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「ファイルの先頭に移動」は何？,4,あ,い,う,⌘↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行コメント記号を追加」は何？,4,あ,い,う,⌘K ⌘C
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行コメント記号を削除」は何？,4,あ,い,う,⌘K ⌘U
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行コメント記号をトグル」は何？,4,あ,い,う,⌘/
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「ブロックコメント記号をトグル」は何？,4,あ,い,う,⇧⌥A
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「検索」は何？,4,あ,い,う,⌘F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「置換」は何？,4,あ,い,う,⌥⌘F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「次を検索」は何？,4,あ,い,う,⌘G
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「前を検索」は何？,4,あ,い,う,⇧⌘G
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「タブでフォーカス切り替えモードをトグル」は何？,4,あ,い,う,^⌘M
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「サジェストを表示」は何？,4,あ,い,う,^Space
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「パラメーターヒントを表示」は何？,4,あ,い,う,⇧⌘Space
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「コードをフォーマット」は何？,4,あ,い,う,⇧⌥F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「選択部分の定義に移動」は何？,4,あ,い,う,F12
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「選択部分の定義をプレビュー」は何？,4,あ,い,う,⌥F12
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「クイックフィックス」は何？,4,あ,い,う,⌘.
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「リファレンスを表示」は何？,4,あ,い,う,⇧F12
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「シンボルをリネーム」は何？,4,あ,い,う,F2
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「次の値で置換」は何？,4,あ,い,う,⇧⌘.
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「前の値で置換」は何？,4,あ,い,う,⇧⌘,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「ASTセレクトを広げる」は何？,4,あ,い,う,^⇧⌘→
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「ASTセレクトを縮める」は何？,4,あ,い,う,^⇧⌘←
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「行末尾のスペースを削除」は何？,4,あ,い,う,⇧⌘X
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「言語モードを変更」は何？,4,あ,い,う,⌘K M
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](⌘T)「すべてのシンボルを表示」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](^G)「指定行に移動」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](⌘P)「指定ファイルに移動」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](⇧⌘O)「指定シンボルに移動」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](⇧⌘M)「エラーと警告を表示」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](F8)「次のエラーと警告に移動」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](⇧F8)「前のエラーと警告に移動」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](F1)「すべてのコマンドを表示」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](^Tab)「ファイル履歴を表示」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](^-)「前に戻る」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](^⇧-)「次に進む」は何？,4,あ,い,う,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「新しいウィンドウを開く」は何？,4,あ,い,う,⇧⌘N
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「ウィンドウを閉じる」は何？,4,あ,い,う,⇧⌘W
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「エディターを閉じる」は何？,4,あ,い,う,⌘W
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「フォルダーを閉じる」は何？,4,あ,い,う,⌘K F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「エディターを分割する」は何？,4,あ,い,う,⌘\
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「左のエディターにフォーカス」は何？,4,あ,い,う,⌘1
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「サイドエディターにフォーカス」は何？,4,あ,い,う,⌘2
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「右のエディターにフォーカス」は何？,4,あ,い,う,⌘3
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「左隣のエディターにフォーカス」は何？,4,あ,い,う,⌥⌘←
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「右隣のエディターにフォーカス」は何？,4,あ,い,う,⌥⌘→
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「アクティブなエディターを左に移動」は何？,4,あ,い,う,⌘K ←
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](エディター/ウィンドウ操作)「アクティブなエディターを右に移動」は何？,4,あ,い,う,⌘K →
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「新しいファイル」は何？,4,あ,い,う,⌘N
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「保存」は何？,4,あ,い,う,⌘S
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「名前を付けて保存」は何？,4,あ,い,う,⇧⌘S
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「ファイルを閉じる」は何？,4,あ,い,う,⌘K W
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「すべてのファイルを閉じる」は何？,4,あ,い,う,⌘K ⌘W
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「作業中ファイルに追加」は何？,4,あ,い,う,⌘K Enter
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「次の作業中ファイルを開く」は何？,4,あ,い,う,⌘K ↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「前の作業中ファイルを開く」は何？,4,あ,い,う,⌘K ↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「アクティブなファイルのパスをコピー」は何？,4,あ,い,う,⌘K P
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「アクティブなファイルをエクスプローラーで表示」は何？,4,あ,い,う,⌘K R
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](ファイル操作)「アクティブなファイルを新しいウィンドウで表示」は何？,4,あ,い,う,⌘K O
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「フルスクリーン表示のトグル」は何？,4,あ,い,う,^⌘F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「ズームイン」は何？,4,あ,い,う,⇧⌘=
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「ズームアウト」は何？,4,あ,い,う,⌘-
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「サイドバー表示のトグル」は何？,4,あ,い,う,⌘B
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「デバッグ画面の表示」は何？,4,あ,い,う,⇧⌘D
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「エクスプローラーの表示」は何？,4,あ,い,う,⇧⌘E
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「Git画面の表示」は何？,4,あ,い,う,^⇧G
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「検索画面の表示」は何？,4,あ,い,う,⇧⌘F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「詳細検索のトグル」は何？,4,あ,い,う,⇧⌘J
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「新しいコマンドプロンプトを開く」は何？,4,あ,い,う,⇧⌘C
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「アウトプット画面を開く」は何？,4,あ,い,う,⇧⌘U
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「OmniSharpログを開く」は何？,4,あ,い,う,⌘L L
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「マークダウンのプレビュー表示をトグル」は何？,4,あ,い,う,⇧⌘V
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「マークダウンのプレビューを横に表示」は何？,4,あ,い,う,⌘K V
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](画面表示)「統合ターミナルの表示をトグル」は何？,4,あ,い,う,⌃`
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](設定)「ユーザー設定を開く」は何？,4,あ,い,う,⌘,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](デバック)「ブレークポイントのトグル」は何？,4,あ,い,う,F9
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](デバック)「コンティニュー」は何？,4,あ,い,う,F5
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](デバック)「ポーズ」は何？,4,あ,い,う,F5
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](デバック)「ステップイン」は何？,4,あ,い,う,F11
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](デバック)「ステップアウト」は何？,4,あ,い,う,⇧F11
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](デバック)「ステップオーバー」は何？,4,あ,い,う,F10
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](デバック)「ストップ」は何？,4,あ,い,う,⇧F5
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](タスク)「ビルドタスクの実行」は何？,4,あ,い,う,⇧⌘B
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](タスク)「ランタスクの実行」は何？,4,あ,い,う,⇧⌘T
